STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,COMMENT_OBS,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_PIP_C,Welfare type: Consumption,_Z,Not Applicable,_Z,Not Applicable,2000,11.0914,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_PIP_C,Welfare type: Consumption,_Z,Not Applicable,_Z,Not Applicable,2008,15.2212,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_PIP_C,Welfare type: Consumption,_Z,Not Applicable,_Z,Not Applicable,2018,24.5286,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_PIP_C,Welfare type: Consumption,_Z,Not Applicable,_Z,Not Applicable,1996,1.5168,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_PIP_C,Welfare type: Consumption,_Z,Not Applicable,_Z,Not Applicable,2002,1.5893,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_PIP_C,Welfare type: Consumption,_Z,Not Applicable,_Z,Not Applicable,2005,1.2175,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_PIP_C,Welfare type: Consumption,_Z,Not Applicable,_Z,Not Applicable,2008,0.9853,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_PIP_C,Welfare type: Consumption,_Z,Not Applicable,_Z,Not Applicable,2012,1.0635,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_PIP_C,Welfare type: Consumption,_Z,Not Applicable,_Z,Not Applicable,2014,1.1193,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_PIP_C,Welfare type: Consumption,_Z,Not Applicable,_Z,Not Applicable,2015,0.7329,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_PIP_C,Welfare type: Consumption,_Z,Not Applicable,_Z,Not Applicable,2016,0.733,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,2016,1.1955,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_PIP_C,Welfare type: Consumption,_Z,Not Applicable,_Z,Not Applicable,2017,0.7339,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,2017,1.0725,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_PIP_C,Welfare type: Consumption,_Z,Not Applicable,_Z,Not Applicable,2018,0.5206,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,2018,0.9799,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_PIP_C,Welfare type: Consumption,_Z,Not Applicable,_Z,Not Applicable,2019,0.4253,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_PIP_C,Welfare type: Consumption,_Z,Not Applicable,_Z,Not Applicable,2020,0.388,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARE,United Arab Emirates,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,2013,0.0,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARE,United Arab Emirates,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,2018,0.0348,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,1980,1.3243,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,1986,1.2532,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,1987,2.0425,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,1991,4.1404,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,1992,4.3702,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,1993,4.5,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,1994,4.7574,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,1995,6.3096,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,1996,7.0053,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,1997,6.7708,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,1998,7.492,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,1999,7.8982,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,2000,8.6899,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,2001,10.4016,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,2002,15.0496,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,2003,10.204,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,2004,8.6426,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,2005,7.3738,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,2006,6.0188,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,2007,5.6122,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,2008,5.1882,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,2009,4.7509,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,2010,4.2066,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,2011,3.4216,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,2012,3.2604,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,2013,3.295,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,2014,3.6929,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,2016,3.6803,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,2017,3.3331,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,2018,4.2319,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,2019,4.964,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,2020,6.4271,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,2021,4.8301,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,2022,4.6572,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARM,Armenia,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,_Z,Not Applicable,1996,2.303,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARM,Armenia,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_PIP_C,Welfare type: Consumption,_Z,Not Applicable,_Z,Not Applicable,1999,2.6389,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARM,Armenia,WB_PIP_NPOOR_UMIC,"Population living below the poverty line (2017 PPP, $6.85) (million)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_PIP_C,Welfare type: Consumption,_Z,Not Applicable,_Z,Not Applicable,2001,2.6255,WB_PIP,Poverty and Inequality Platform (PIP),6,Millions,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
